grande,Hatun
pararse,Ichiy
echarse,Chachay
caerse,Ishkiy
pararse,Ichiy
sucio,Iska
limpio,Chipeq
salado,Kachiq
dulce,Mishki
soltar,Kachay
agarrar,Tsariy
querer,Kuyay
odiar,Chikiy
empujar,Kumay
jalar,Sutay
moverse,Kuyuy
pararse,Ichiray
compadecer,Kuyapay
odiar,Cheqniy
desdentado,Laqtu
dentado,Kiruyoq
bastante,Lasaq
poco,Wallka
penar,Llakiy
odiar,Cheqniy
miedo,Mantsay
fuerza,Hinchi
no,Mana
sí,Awmi
comer,Mikuy
arrojar,Aqtuy
antes,Ñawpa
después,Qepa
desatar,Paskay
amarrar,Watay
hablar,Parlay
callarse,Upaallay
esconder,Pakay
descubrir,Tariy
anoche,Paqas
amancer,Waray
dormir,Punuy
despertar,Rikchay
caminar,Puriy
sentarse,Samay
tú,Qam
yo,Noqa
ustedes,Qamkuna
nosotros,Noqakuna
ayer,Qanyan
hoy,Kanan
regalar,Qaray
quitar,Qechuy
cerrar,Qemchiy
abrir ojos,Kichay
atrás,Qepa
adelante,Ñawpa
olvidar,Qonqay
recordar,Yarpay
esposo,Qosa
esposa,Warmi
arrodillar,Qonqoriy
pararse,Ichiy
día,Qoya
noche,Tuta
dar,Qoy
quitar,Qechuy
sucio,Rakcha
limpio,Chipeq
grueso,Raku
delgado,Llanu
despertar,Rikchay
dormir,Punuy
hombre,Runa
mujer,Warmi
tragar,Saksay
masticar,Kachuy
diablo,Supay
dios,Apu
esperar,Suyay
dejar,Haqiy
hablador,Shakya
callado,Wiyaraachi
venir,Shamuy
ir,Ayway
levantarse,Shaariy
sentarse,Samay
bonito,Shumaq
feo,Weqla
perder,Oqray
encontrar,Tariy
mezclar,Takuy
separar,Rakiy
anudar,Tinkiy
desatar,Paskay
hermano,Turi
hermana,Pani
ají,Utsu
azúcar,Asukar
beber,Upuy
masticar,Kachuy
entrar,Ulluy
salir,Yarquy
bajar,Uray
subir,Witsay
agacharse,Umpuy
ñukiy,Ñukiy
envolver,Wankuy
niño,Wamra
adulto,Tsatsa
morir,Wanuy
vivir,Kawsay
compañía,Wallki
solo,Hapalla
llorar,Waqay
reír,Asiy
mañana,Waray
hoy,Kanan
mujer,Warmi
varón,Ollqu
joven,Wayna
muchacha,Pasña
cerrar,Wichqay
abrir,Kichay
meter,Yakay
sacar,Hipiy
bajar,Yarpuy
subir,Yarkuy
saber,Yachay
no saber,Mana yachay
salir,Yarquy
entrar,Yaykuy
nacer,Yuriy
morir,Wanuy
bravo,Yaqa
domado,Manshu
docente,Yachachiq
alumno,Yachakoq
subir,Yarkuy
bajar,Yarpuy
gente,Runa
perro,Allqu
piedra,Rumi
mujer,Warmi
gato,Mishi
agua,Yaku
niño-a,Wamra
chancho,Kuchi
arena,Aqu
bebé,Llullu
burro,Ashnu
casa,Wasi
joven,Wayna
vaca,Waaka
choza,Chuklla
muchacha,Pasña
gallina,Wallpa
palo,Qeru
abuelo,Awilu
cuy,Haka
pedregal,Ranra
abuela,Awilla
vicuña,Wikuña
sal,Kachi
nieto-a,Willka
paloma,Urpi
camino,Ñan
hermano,Wawqi
ratón,Ukush
cumbre,Hirka
hermana,Pani
gallinazo,Wiskur
laguna,Qocha
hermano,Turi
cóndor,Kuntur
rio,Mayu
Español,Quechua
intestino,Aqish
cabello,Aqtsa
pie,Chaki
pierna,Chanka
mandíbula,Chakallwa
embarzada,Chichu
seno,Chichi
preñada,Chichu
tos,Choqa
vagina,Chupi
gripe,Chhulli
legaña,Ch’oqni
pantorrilla,Ch’illpa
cintura,Tseqlla
pantorrilla,Traki tritrun
tobillo,Traki kutrush
tibia,Traki llullu
canilla,Traki ñañan
planta del pie,Traki palta
talón,Traki talun
agricultor,Trakla rura
hembra,Trina
axila,Ikish
servicio higiénico,Ishpakuna
excremento,Ismay
izquierda,Itsoq
diarrea,Isqi 
orina,Ishpani
perro-a,Allqu
águila,Anka
animal doméstico,Ashma
burro,Ashnu
vaca,Waaka
hormiga,Allpa kuru
gallina,Wallpa
gorrión,Chakya
ave malagüero,Chuseq
pollito,Cipsa
grillo,Chukllas
abeja,Chunpak
mosca,Chuspi
oveja,Chita
pollino,Chhallu
enano, Ch’iki
familia,Ayllu
abuela,Awila
abuelo,Awilu
muerto,Aya
nieto-a,Willka
hermano de varón,Wawqi
mamá,Mama
anciana,Chakwan
anciano,Ruku 
persona tímida,Chunchu
gente,Runa
mujer,Warmi
niño-a,Wamra
bebé,Llullu
joven varón,Wayna
muchacha,Pasña
hermana de varón,Pani
hermano de mujer,Turi
adulto-a,Tsatsa
hijo-a de papá,Tsuri
hijo ilegítimo,Tsuriypakuy
niño-a,Erqe
muchacho desobediente,Eriku
Facundo,Fakuchu
Isabel,Isha
dos personas,Ishkaq
niño enfermiso,Inku
bien,alli
bueno,Alli
bonito, sumaq
rico, sumaq
mucho,Atska
picante,Ayaq
picante,Ayaq
salado,Pochqoq
vieja,Chakwan
nuevo,Mushoq
crudo,Chawa
mediano,Taksha
cocido,Chasha
limpio,Chuya
viejo,Ruku
pesado,Lasaq
pesado,Muyu
liviano,Llanu
poco,Wallka
grande,jatun
gordo,Wira
uno,Huk
bravo,Yaqa
dulce, Miski
áspero,Qachqa
iluminar,Achkipay
optar,Akllay
maltratar,Allqutsay
enfriarse,Alalay
mejorar,Allinyay
escoger,Akray
sanar,Alliy
nega,Amatay
llevar,Apay
traer,Apamuy
agarrar,Aptay
moler,Aqay
bomitar,Aqtuy
estrenar,Ariy
arremagar,Arimanqay
cargar a espalda,Apariy
mutilar,Aqay
insultar,Ashlliy
trasladar,Ashtayu
reir,Asiy
apestar,Asyay
arañar,Ashpiy
poder,Atiy
tejer,Away
aceptar,Awniy
reconciliar,Awninakuy
obtener,Aypay
ir,Ayway
ajustar,Chachaktsay
apretar,Chachakyay
zambullir,Challpuy
pescar,Challway
salpicar,Chaqpitsiy
recibir,Chaskiy
tapar,Chapay
llegar,Chay
aborrecer, odiar
rajar,Cheqtay
toser,Choqay
parar,Ichiy
caerse,Ishkiy
tumbar,Ishkitsiy
segar,Ichuy
orinar,Ishpay
defecar,Ismay
podrir,Ismuy
caer,Ishkiy
curar,Janpiy
descansar,Jamay
venir, Jamuy
aflojar,Japsitsiy
atajar,Jarkay
pisar,Jaruy
agrandar,Jatuntsay
introducir, meter
festejar,Jaylliy
patear,Jaytay
porfiar,Jikutay
pelar,Jipray
coser,Jiray
arrojar, Jitariy
alzar, Joqariy
sacar,Jorquy
pecar,Jutsakuy
obedecer,Kaasuy
salar,Kachitsay
masticar,Kachuy
kachuy,Kachuy
tener,Kan
morder,Kaniy
ser, Kay
mandar, Kamachiy
gobernar,kamachikuy
ordenar,kamakaatsiy
crear,Kamay
prevenir,Kamariy
mandar,Kachay
animar,Kallpatsay
asar, Kankay
alejar,Karutsay
temblar,Katatay
revivir,Kawatsiy
vivir,Kaway
triplicar,Kimsachiy
recostar,Kitiy
cortar, Kuchuy
empujar,Kumay
alegrarse,Kushikuy
regresar, Kutimuy
repetir,Kutipay
traducir,Kutitsiy
refutar,Kupaatsiy
abrir,Kichay
mover,Kuyutsiy
gatear,Laatay
vestirse,Lachapay
rocear,Laqchiy
lamer,Laqway
acongojar,LLakitsiy
apenar,Llakiy
ganar, Llalliy
rivalizar,Llallinakuy
palpar,Llamiy
trabajar,Llankay
poblar,Llaqtachay
sorber,Lloqlluy
engañar,Llullapay
mentir,Llulakuy
inundar,Lluqllay
abrazar,Makallay
ignorar,Manayachay
asustar,Mantsakay
amenazar,Manchachiy
temer,Manchakuy
mendigar,Mañakuy
pedir, Mañay
agredir, Maqay
luchar, Maqanakuy
pelear,Maqanakuy
orear,Mashatsiy
extender,Mashtay
presentir,Maya
comer,Mikuy
asquear,Milanay
procrear,Miray
pastar,Mitsiy
ofrecer,Munatsiy
querer,Munay
sembrar,muruy
oler,Muskiy
husmear,Muskiy
olfatear,Muskipay
perfumar,Mushkuy
soñar,Muspay
girar,Muyuy
lastimar,Nanachiy
dolor,Nanay
peinarse,Naqtsakuy
peinar,Naqtsay
decir,Niy
sufrir,Ñakay
torturar,Ñakachiy
napaykuy,Napaykuy
proceder,Ñawpatsiy
lactar,Ñuqñuy
tetar,Ñuñuy
perder,Oqray
mojar,Oqutsiy
ocultar,Pakay
romper,Pakiy
perdonar,Panpachay
sepultar,Panpay
trasnochar,Paqariy
hablar,Parlay
desatar,Paskay
errar,Pantay
llover,Paray
volar,Phaway
avergonzar,Penqatsiy
barrer,Pichay
trensar,Pilltay
enojar,Piñakuy
increpar,Piñay
agotarse,Pishipay
sonrojar,Pukayay
dormir,Punuy
acostar,Punukuy
soplar,Phukay
jugar, Pukllay
andar, Puriy
pasear,Puriykachay
guiar,Pushay
hilar,Putskay
iniciar, Qallariy
vocear,Qapariy
esprimir,Qaptsiy
servir,Qaray
perseguir,Qatipay
seguir,Qatiy
observar,Qawapay
mirar,Qaway
llamar,Qayay
gritar,Qayapay
olvidar,Qonqay
empezar,Qallay
ordeñar,Qapiy
frotar,Qaquy
cubrir, Qatay
observar,Qaway
uitar,Qechuy
escribir,Qellqay
tú aprendes,Qam yachakunki
tú duermes,Qam pununki
tú escribes,Qam qellqanki
tú comes,Qam mikunki
yo aprendo,Noqa yackakuni
yo duermo,Noqa pununi
yo escribo,Noqa qellqani
yo como,Noqa mikuni
él o ella aprende,Pay yachakun
él o ella duerme,Pay punun
él o ella escribe,Pay qellqan
él o ella come,Pay mikun
todos nosotros aprendemos,Noqanchik yachakunchik
todos nosotros dormimos,Noqanchik pununchik
todos nosotros escribimos,Noqanchik qellqanchik
todos nosotros comemos,Noqanchik mikunchik
ustedes aprenden,Qamkuna yachakuyanki
ustedes duermen,Qamkuna punuyanki
ustedes escriben,Qamkuna qellqayanki
ustedes comen,Qamkuna ikuyanki
ellos o ellas aprenden,Paykuna yachakuyan
ellos o ellas duermen,Paykuna punuyan
ellos o ellas escriben,Paykuna qellqayan
ellos o ellas comen,Paykuna mikuyan
este,Kay
ese,Chay
aquel,Taqay
estos,Kay-kuna
esos,Chay-kuna
aquellos,Taqay-kuna
mi casa es bonita,Noqapa wasiyqa sumaqmi
tu casa es grande,Qampa wasiki hatunmi
su casa de él es chica,Paypa wasinqa ichikllam
nuestra casa es bonita,Noqanchikpa wasinsinchiqa sumaqmi
casa de nosotros es mediana,Noqakunapa wasiykuna takshallam
casa de ustedes es buena,Qamkunapa wasikikunaqa allim
casa de ellos es grandes,Paykunapa wasinkuna hatunmi
¿Qué?,Ima?
¿Quién?,Pi?
¿Dónde?,May?
¿Cuál?,Mayqan?
¿Cuánto?,Ayka?
todos,Llapa
pocos,Wallka
mucho,Achka
dolor de pie,Chaki nanay
dolor de brazo,Rikra nanay
dolor de pierna,Chanka nanay
dolor de testículo,Runtu nanay
dolor de seno,Chuchu nanay
dolor de riñón,Rurun nanay
dolor de vagina,Chupi nanay
dolor de uña,Shillu nanay
dolor de diente,Kiru nanay
dolor de nalga,Siki nanay
dolor de cuello,Kunka nanay
dolor de corazón,Sonqu nanay
dolor de la mano,Maki nanay
dolor de la cintura,Tseqlla nanay
dolencias generales,Nanapäkuy
dolor de hueso,Tullu nanay
dolor de hígado,Ñatin nanay
dolor de cabeza,Uma nanay
dolor de ojo,Ñawi nanay
dolor de cabeza,Peqa nanay
dolor de barriga,Pacha nanay
dolor de oído,Wiyana nanay
dolor de barriga,Wiksa nanay
dolor de espalda,Waqta nanay
dolor de pene,Pishqu nanay
dolor de labio,Wirpa nanay
dolor de garganta,Puririki nanay
dolor de tórax,Qasqu nanay
con el dolor de pie,Chaki nanaywan
con el dolor de pierna,Chanka nanaywan
con el dolor de seno,Chuchu nanaywan
con el dolor de barriga,Pacha nanaywan
con el dolor de corazón,Sonqu nanaywan
con el dolor de diente,Kiru nanaywan
con el dolor de ojo,Ñawi nanaywan
con el dolor de riñón,Rurun nanaywan
con el dolor de cintura,Tseqlla nanaywan
con el dolor de cabeza,Uma nanaywan
con la tos,Choqawan
con la gripe,Wishqawan
tomemos buena chicha,Allí aswa upyashun
carne cruda no es comer,Chawa aytsaqa manam mikunatsu
carne suave es de buen comer,Llanpu aytsaqa allí mikuymi
hombre flaco no puede,Uyu runa manan atintsu
necesito hilo delgado,Llanu hilu munaa
sopa salada no es de tomar,Pochqoq soopa manam upunaypaatsu
esta es carne cruda,Chukru aytsa kayqa
vamos a escuchar dulce canción,Miski takita wiyashun
vamos a comer papa podrida,Ismu papa mikushun
duele el intestino delgado,Llanu aqish nanan
duele el intestino grueso,Raku aqish nanan
ella es mujer gorda,Wira warmim payqa
color,Pawqar
castaño,Chunpi
azul,Anqash
gris,Soqu
jaspe,Cheqchi
multicolor,Tukuyrikuq
pinto,Muru
plomo,Oqi
rojo,Puka
marrón,Wikush
amarillo,Qallwash
marrón,Ch’unpi
amarillo,Qellu
negro,Yana
anaranjado,Qarwash
blanco,Yuraq
verde,Qomi
violeta,Wilapi
rosado,Yanqapuka
celeste,Yuraq anqash 
morado,Kirka
celeste,Qhosi
pantalón azul,Anqash wara
vaca pinta,Muru waaka
toro jaspe,Cheqchi tooru
flor amarilla,Qallwash wayta
flor roja,Puka wayta
pollera anaranjada,Qarwash llullipa
puerta marrón,Wikush punku
hierba verde,Qomi sacha
perro negro,Yana allqu
cabeza canosa,Soqu uma
casa blanca,Yuraq wasi
río blanco,Yuraq mayu
grande,Hatun
muchos,Achkaq
caliente,Achaq
mucho,Achka
todos,LLapan
mitad,Pullan
tibio-a,Qoñoq
algunos,Wakin
poco,Wallka
día,Punchay
Norte,Chinchaysuyu
Sur,kollasuyu
ahora,Kunan
Este,Antisuyu
mañana,Waray
Oeste,Kontisuyu
mañana,Pajarin
pasado mañana,Warantin
ayer,Qanyan
antes de ayer,Qanyantin
semana,Simana
medio mes,Pullan killa
mes,Killa
medio año,Pullan wata
año calendario,Wata
anciano,Machu
chico-a,Ichik
anciana,Paya
chico-a,Uchuk 
tierno-a, Llullu
último,Ñuñush
menor,Sullka
enorme,Tsikan
él es hombre anciano,Awkin runam payqa
él es hombre anciano,Machu runa payqa
ella es mujer anciana,Chakwan warmi payqa 
ella es mujer anciana,Phaya warmi payqa
él es hombre grande,Hatun runam payqa
algunos hombres están trabajando,Wakin runakuna aruykaayan
trae agua caliente,Achaq yaku apamuy
trae agua caliente,Achaq unuta apamuy
no tomes agua fría,Alaq yakuta ama upyaytsu
no tomes agua fría,Chiri yakuta ama upyaytsu
toma agua tibia,Qoñoq yaku upyay
hoy día vamos a trabajar,Kanan hunaq arukukushun	
enero,Kamaykilla
febrero,poquykilla
marzo,Hatunpoquy
abril,Ayriwa
mayo,Aymuray
junio,Intiraymi
julio,K’uskiy
agosto,Sitwa
setiembre,Hatuntarpuy
octubre,Qepatarpuy
noviembre,Ayamarka
diciembre,Hatunraymi
Luna nueva,Mosoq killa
Luna creciente,Wiñay killa
Luna llena,Junta killa
Luna menguante,Wanuy killa
tierra,Allpa
calor,Acahy
frío,Chir
mundo de arriba,Hanaq pacha
laguna,Qocha
oceano,Hatun qocha
laguna chica,Ichik qocha
laguna mediana,Taksha qocha
rayo,Illapa
sol,Inti
hoy,Kanan
esta tierra,Kay pacha
luna,Killa
terrón,Kurpa
sombra,Llantu
trueno,Maqakuy
aluvión, Lloqlla
río,Mayu
primer año,Ñawpa wata
tierra,Pacha
nube,Pukutay
helada,Qajapa
ayer,Qanyan
año pasado,Qanyan wata
laguna,Qocha
árbol,Qeru
árbol grueso,Raku qeru
día,Hunaq
día,Punchay
estrella,Qoyllur
nieve,Rashta
lluvia,Tamya
puente,Tsaka
tiempo pasado,Tutay
noche,Tuta
arco iris,Turumanyuy
tiempo,Unay
mañana,waray
año,Wata
viento,Wayra
este mes no llueve,Kanan killa manam tamyantsu
este año es buen año,Kanan watataqa allí watam
animal,Ashma
perro,Allqu
mula,Mula
hormiga,Allpa kuru
araña,Pachka
hormiga,Sisi
serpiente,Mach’aqay
serpiente,Amaru
lechuza,Pakapaka
gavilán,Anka
zorrino,Añas
paloma,Urpi
burro,Ashnu
mariposa,Pillpintu
tarántula,Atapoquy
llama,Llama
zorro,Atoq
pez,Challwa
gorrión,Pichuychanka
pollito,Chipsa
picaflor,Winchus
pollito,Chiwchi
gato,michi
lechucita,Chuseq
mosca,Ch’uspi
cuy,Qowi
oso,jukumari
caballo,Kawallu
ratón,Ukush)
caballo,Ranq’a
chancho,Kuchi
oveja,uwija
piojo,Uja
ratón,Uk’ucha
mono,K’usillu
cóndor,Kuntur
venado,Luytsu
zorzal,Yukish
murciélago,Masu
gallinazo,Wiskur
perro bravo,Yaqa allqu
gavilán roba gallina,Anka wallpa suwa
buen burro,Allí ashnum
rico picante de cuy,Miskeq haka pikanti
oveja de mucha lana,Millwasapa uusha
rico carne de chanco,Miskeq kuchi aycha
tú no quieres,Qam munankichu
él o ella no quiere,Pay munanchu
nosotros no queremos,Noqanchik munanchikchu
ustedes no quieren,Qamkuna munayankichu
tú no quieres,Qam munankichu
él o ella no quiere,Pay munanchu
nosotros no queremos,Noqanchik munanchikchu
ustedes no quieren,Qamkuna munayankichu
ellos o ellas no quieren,Paykuna munayanchu
no tengas pena,ama llakiychu
no llores,Ama waqaychu
no robes,ama suwaychu
no digas,ama niychu
no vayas,Ama ripuychu
no odies,ama chikiychu
no duermas,Ama punuychu
no mires,ama rikaychu
no camines,Ama puriychu
no insultes,ama ashlliytsu
ayúdame por favor,Yanapaykamay
no puedo ayudarte,manam yanapaatsu
acéptame por favor,Aaniykamay
no te acepto,manam aaniychu
acepta pues,Aaniy ari
no acepto,manam aaniychu
acompáñame por favor,Wallkiykamay
no te acompaño,manam wallkiychu
yo soy,Noqa kani
tú eres,Qam kanki
él o ella es,Pay kan
todos nosotros somos,Noqanchik kanchik
solo nosotros somos,Noqakuna kayaa
ustedes son,Qamkuna kayanki
ellos o ellas son,Paykuna kayan
¿Amas a él o ella?,Kuyankiku payta?
¿Amas a él o ella?,Kuyankichu payta?
¿Te ama tu esposo?,Qusayki kuyashunkiku?
¿Te ama tu esposa?,Warmiki kuyashunkiku?
¿Sabes escribir?,Qellqayta yachankiku?
¿Tienes hijo?,Wawayki kanku? (para mujer)
¿Me conoces?,Reqimankiku?
¿Conoces a él o ella?,Payta reqinkiku?
¿Quieres comer?,Mikuyta munankiku?
¿Tienes sueño?,Pununankiku?
¿Tienes hambre?,Mallaqankiku?
¿Tienes sed?,Yakunankiku?
¿Tienes calor?,Achachikunkiku?
¿Tienes frío?,Alachikunkiku?
¿En quién?,Pichu?
¿En qué?,Imachu?
¿En quién será?,Pichüraq?
¿En qué será?,Imachüraq?
¿De cuál?,Pikaq?
¿Qué era?,Imakaq?
¿A quién?,Piman?
¿A qué?,Imaman?
¿A quién será?,Pimanraq?
¿A qué será?,Imamanraq?
¿Quién es?,Pimi?
¿Qué es?,Imami?
¿Para quién?,Pipaq?
¿Por qué?,Imanir?
¿De quién será?,Piparaq?
¿Para qué?,Imapaq?
¿Para quién será?,Pipäraq?
¿Para qué será?,Imapäraq?
¿A quién?,Pita?
¿En qué?,Imapi?
¿A quién será?,Pitaraq?
¿Qué?,Imata?
¿Quién es?,Pitaq?
¿Qué será?,Imataraq?
¿Quién dice que es?,Pitaqshi?
¿Qué es?,Imataq?
¿Quién será?,Piraq?
¿Qué dice que es?,Imataqshi?
¿Con quién?,Piwan?
¿Con qué?,Imawan?
¿En dónde?,Maychu?
¡En cuánto?,Aykachu?
¿En dónde será?,Maychuuraq?
¿En cuánto será?,Aykachuuraq?
¿A dónde?,Mayman?
¿En cuánto es?,Aykachuutaq?
¿A dónde será?,Maymanraq?
¿A cuánto será?,Aykamanraq?
¿Dónde es?,Maymi?
¿Cuánto es?,Aykami?
¿A dónde?,Maypa?
¿Para cuánto?,Aykapaq?
¿A dónde será?,Mayparaq?
¿Para cuánto será?,Aykapaaraq?
¿Dónde será?,Mayparaq?
¿Por dónde será?,Maykata?
¿En dónde?,Maypi?
¿Cuánto será?,Aytaraq?
¿De dónde?,Maypita?
¿Cuánto dice que es?,Aykataqshi?
¿De dónde será?,Maypitaraq?
¿Dónde será?,Mayraq?
¿A cuánto?,Aykaman?
¿Dónde está?,Maytaq?
¿Por cuánto?,Aykachu?
¿Dónde dice que es?,Maytaqshi?
¿Hasta cuánto?,Ykayaq
trabajan entre hermanos,Wawqi pura aruyan
se van entre hermanas,Ñaña pura aywayan
se reparten entre hermanos,Wawqi pura rakipanakuyan
entre perros juegan,Allqu pura pukllayan
entre cerros se llaman,Hirka pura qayanakuyan
aprenden entre estudiantes,Yachakuq pura yachakuyan
muchacha de boca dulce,Miski simi pasña
que hace doler mi corazón,Sonquu nanachiq
que no sabe querer,Mana munakoq
que no saber amar,Mana wayllukoq
mujer corazón de piedra,Rumi sonqu warmi
muchacha de labios rojos,Puka simi pasña
bonita carita,Sumaq uyacha
mujer corazón de oro,Qori sonqu warmi
muchacha de ojos negros,Yana ñawi hipash
te amo con todo mi corazón,Llapan sonquuwanmi qamta kuyaa
"siendo pobre, siendo rico; contigo viviré","Ñakaq karpis, kapoqyoq karpis; qamwanmi kawashaq"
"aunque muera, aunque viva; siempre te amaré","Wanurpis, kawarpis; qamtaqa hinam kuyashayki"
cerros y quebradas ando por ti,"Qaqata, raqrata puriy qam raykum"
tú eres la escogida para mí,Qanmi akrashqa kanki noqapaq
"de entre todas, tú eres la más amada","Llapanpitapis, qanmi kuyayqa kanki"
Eres mi tierno corazón,Llullu sonquumi kanki
"adorada muchacha, te beso en tu boquita","Kuyayniy hipash, simikichu mutsaykushayki"
ya nos juntaremos,Huntakaakushunnachar
ya nos casaremos,Kasarakushunnachar
ya nos dormiremos entre los brazos,Uqllanakushunnachar
"por ti, perdí a mi madre y a mi padre","Qam raykur, mamaata, taytaata oqrarqaa"
"quieras o no quieras, siempre serás para mí","Munarpis, mana munarpis, hina noqapaqmi kanki"
"tiendes ancha cama, vendré a la media noche","Anchuta qopikunki chawpin tutapaypam shamushaq"
amarras a tu perro para que no me muerda,Allquykita watanki mana kanimaananpaq
"por ti, cortaré hasta mi carne","Qamraykuqa, aychaatapis roqushaami"
"así o asá, los dos viviremos","Kaynoopis, waknoopis; ishkantsim kawashun"
"Lo escrito por los que saben, no termina ni desaparece aunque muera el autor…","Yachaqkuna qelqanqanqa, manam ushakantsu qelqaqni wanuptinpis…"
"Lo que está escrito para ser aprendido, ilumina a nuestra vista y a nuestro cerebro","Yachakunapaq qellqashqaqa, Intinomi atsiyaatsin ñawintsitapis, umantsitapis"
"El árbol también crece sin hacer ruido, sin enredarse nace la flor; habla con conocimiento, trabaja como debe ser para que aparezca tu personalidad","Qerupis shakshan mana qayararmi, waytapis yurin mana takukarmi; parlay musyanqankiman"
"El hombre malo, sufre llorando como la lluvia dentro de la nube negra","Mana alli ruraq runaqa, yana pukutay rurinchu tamyanomi waqan ñakaykinta"
"Si eres rico, no lo mires mal a los pobres, cuando viene el viento puede borrar todo tus bienes","kapuqyuq karnin, ama mana allí rikaychu wakchakuna, wayra shamurnin picharinman llapan kaqnikita"
"Para el hombre bueno, buen trabajador; los corazones y las puertas se abren","Alli runapaqqa, allí aruqpaqqa; sonqukunapis, punkukunapis kichakanmi"
"Si ves las cosas con buen tino, solito tus pies te llevará a buen camino","Imatapis alli rikaptikiqa, kikillanmi chakiki apashunki allí naanipa"
"Si odias al trabajo, mucho tiempo no vivirás","Aruyta chikirninqa, manam unayqa kawsankichu"
'yo vine con mi papá','noqa hamurqani taytaywanmi'
'yo vine con mi mamá','noqa hamurqani mamaywanmi'
'yo vine con mi hermano','noqa hamurqani wawqiywanmi'
'yo vine con mi hermano','ñoqa hamusqani weyqeywanmi (Cusco)'
'yo vine con mi hermana','noqa hamurani panaywanmi'
'yo vine con mi esposa','noqa hamurqani warmiywanmi'
'yo vine con mi hijo','noqa hamurqani qari churiywanmi'
'yo vine con mi hija','noqa hamurqani warmi churiywanmi'
'yo soy de Huari','noqa kaa Warimi'
'yo soy de Huaraz','no kaa Huarazmi'
'yo soy de Pomabamba','no kaa Pomabambami'
'yo soy de Huancayo','no kaa Huancaumi'
